rank	rep	method	FP	TP	n_ctrl	n_sig
0.916	number of replicate = 1	DiMSum	0.9581699346405228	0.8778808519159442	17	526
0.916	number of replicate = 1	Enrich2	0.8720588235294118	0.945950077138793	17	526
0.916	number of replicate = 1	Naive	0.8706699346405228	0.95419560970006	17	526
0.916	number of replicate = 1	Rosace	0.8732843137254902	0.9465546544445634	17	526
0.916	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.940210262567707	17	526
0.916	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9522944690156494	17	526
0.916	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9535619146731036	17	526
0.916	number of replicate = 2	DiMSum	0.9705882352941175	0.8476481459897767	17	551
0.916	number of replicate = 2	Enrich2	0.9411764705882352	0.957140478529446	17	551
0.916	number of replicate = 2	Naive	0.9705882352941175	0.9489235585008076	17	551
0.916	number of replicate = 2	Rosace	0.9705882352941175	0.9370269235252002	17	551
0.916	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9452438435538388	17	551
0.916	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9470886961154865	17	551
0.916	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9452738140828185	17	551
0.916	number of replicate = 3	DiMSum	0.9411764705882352	0.8342440801457195	17	549
0.916	number of replicate = 3	Enrich2	0.9411764705882352	0.9508196721311476	17	549
0.916	number of replicate = 3	Naive	0.8235294117647058	0.9508196721311476	17	549
0.916	number of replicate = 3	Rosace	0.8235294117647058	0.9344262295081968	17	549
0.916	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9380692167577414	17	549
0.916	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9508196721311476	17	549
0.916	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9489981785063752	17	549
0.918	number of replicate = 1	DiMSum	0.9581699346405228	0.8823241031083899	17	526
0.918	number of replicate = 1	Enrich2	0.8720588235294118	0.9497571960157171	17	526
0.918	number of replicate = 1	Naive	0.8706699346405228	0.9561040251811387	17	526
0.918	number of replicate = 1	Rosace	0.8732843137254902	0.9465546544445634	17	526
0.918	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9414776896906475	17	526
0.918	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9548414541008149	17	526
0.918	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9541980469886252	17	526
0.918	number of replicate = 2	DiMSum	0.9705882352941175	0.852195341247773	17	551
0.918	number of replicate = 2	Enrich2	0.9705882352941175	0.9634925656437836	17	551
0.918	number of replicate = 2	Naive	0.9705882352941175	0.94983099951714145	17	551
0.918	number of replicate = 2	Rosace	0.9705882352941175	0.9388517957341949	17	551
0.918	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9479761567791671	17	551
0.918	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9489035781481543	17	551
0.918	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9470886961154865	17	551
0.918	number of replicate = 3	DiMSum	0.9411764705882352	0.8378870673952641	17	549
0.918	number of replicate = 3	Enrich2	0.9411764705882352	0.9508196721311476	17	549
0.918	number of replicate = 3	Naive	0.8235294117647058	0.9526411657559198	17	549
0.918	number of replicate = 3	Rosace	0.8235294117647058	0.9344262295081968	17	549
0.918	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9398907103825136	17	549
0.918	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9508196721311476	17	549
0.918	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9489981785063752	17	549
0.92	number of replicate = 1	DiMSum	0.9581699346405228	0.8874107614130253	17	526
0.92	number of replicate = 1	Enrich2	0.8720588235294118	0.9510318979353255	17	526
0.92	number of replicate = 1	Naive	0.8706699346405228	0.9567425947852256	17	526
0.92	number of replicate = 1	Rosace	0.8732843137254902	0.9484630699256421	17	526
0.92	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9433909612143427	17	526
0.92	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.956113737266372	17	526
0.92	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9554678928656171	17	526
0.92	number of replicate = 2	DiMSum	1	0.855845085665762	17	551
0.92	number of replicate = 2	Enrich2	0.9705882352941175	0.9644000066601176	17	551
0.92	number of replicate = 2	Naive	0.9705882352941175	0.9525832930951232	17	551
0.92	number of replicate = 2	Rosace	0.9705882352941175	0.9397692269268553	17	551
0.92	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9479761567791671	17	551
0.92	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9507284503571488	17	551
0.92	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9479961371318204	17	551
0.92	number of replicate = 3	DiMSum	0.9411764705882352	0.8415300546448088	17	549
0.92	number of replicate = 3	Enrich2	0.9411764705882352	0.9544626593806922	17	549
0.92	number of replicate = 3	Naive	0.8235294117647058	0.9526411657559198	17	549
0.92	number of replicate = 3	Rosace	0.8235294117647058	0.9380692167577414	17	549
0.92	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.941712204007286	17	549
0.92	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9508196721311476	17	549
0.92	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9489981785063752	17	549
0.922	number of replicate = 1	DiMSum	0.9581699346405228	0.8924901634555066	17	526
0.922	number of replicate = 1	Enrich2	0.8720588235294118	0.9523041811008827	17	526
0.922	number of replicate = 1	Naive	0.8706699346405228	0.9586510102663043	17	526
0.922	number of replicate = 1	Rosace	0.8732843137254902	0.9497377718452505	17	526
0.922	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9446632258453861	17	526
0.922	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9567498695818937	17	526
0.922	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9580148779507827	17	526
0.922	number of replicate = 2	DiMSum	1	0.8585773988910905	17	551
0.922	number of replicate = 2	Enrich2	0.9705882352941175	0.9653174378527782	17	551
0.922	number of replicate = 2	Naive	0.9705882352941175	0.9535007242877838	17	551
0.922	number of replicate = 2	Rosace	0.9705882352941175	0.9406766679431893	17	551
0.922	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9479761567791671	17	551
0.922	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9525633127424697	17	551
0.922	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9489035781481543	17	551
0.922	number of replicate = 3	DiMSum	0.9411764705882352	0.843351548269581	17	549
0.922	number of replicate = 3	Enrich2	0.9411764705882352	0.9635701275045536	17	549
0.922	number of replicate = 3	Naive	0.8235294117647058	0.9526411657559198	17	549
0.922	number of replicate = 3	Rosace	0.8235294117647058	0.9380692167577414	17	549
0.922	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9435336976320584	17	549
0.922	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9544626593806922	17	549
0.922	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9508196721311476	17	549
0.924	number of replicate = 1	DiMSum	0.9581699346405228	0.8969455825562646	17	526
0.924	number of replicate = 1	Enrich2	0.8720588235294118	0.954210159293396	17	526
0.924	number of replicate = 1	Naive	0.8706699346405228	0.9605618630359483	17	526
0.924	number of replicate = 1	Rosace	0.8732843137254902	0.9516534806575111	17	526
0.924	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.946571622791951	17	526
0.924	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9573835831433639	17	526
0.924	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9586510102663043	17	526
0.924	number of replicate = 2	DiMSum	1	0.8622471236617326	17	551
0.924	number of replicate = 2	Enrich2	0.9705882352941175	0.9689871626234203	17	551
0.924	number of replicate = 2	Naive	0.9705882352941175	0.9553255964967782	17	551
0.924	number of replicate = 2	Rosace	0.9705882352941175	0.9415940991358498	17	551
0.924	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9497910388118351	17	551
0.924	number of replicate = 2	mutscan(edgeR)	1	0.9525633127424697	17	551
0.924	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9516358913734828	17	551
0.924	number of replicate = 3	DiMSum	0.9411764705882352	0.848816029143898	17	549
0.924	number of replicate = 3	Enrich2	0.9411764705882352	0.9635701275045536	17	549
0.924	number of replicate = 3	Naive	0.8235294117647058	0.9526411657559198	17	549
0.924	number of replicate = 3	Rosace	0.8235294117647058	0.9398907103825136	17	549
0.924	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9453551912568308	17	549
0.924	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9544626593806922	17	549
0.924	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9508196721311476	17	549
0.926	number of replicate = 1	DiMSum	0.9581699346405228	0.9033191292233346	17	526
0.926	number of replicate = 1	Enrich2	0.8720588235294118	0.9548462916089177	17	526
0.926	number of replicate = 1	Naive	0.8706699346405228	0.9618365649555567	17	526
0.926	number of replicate = 1	Rosace	0.8732843137254902	0.9554678743311034	17	526
0.926	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9491161705885512	17	526
0.926	number of replicate = 1	mutscan(edgeR)	0.892892156862745	0.9592895798703911	17	526
0.926	number of replicate = 1	mutscan(limma)	0.892892156862745	0.960559425747383	17	526
0.926	number of replicate = 2	DiMSum	1	0.8677217402887161	17	551
0.926	number of replicate = 2	Enrich2	0.9705882352941175	0.9726369070414094	17	551
0.926	number of replicate = 2	Naive	0.9705882352941175	0.9553255964967782	17	551
0.926	number of replicate = 2	Rosace	0.9705882352941175	0.9425115303285103	17	551
0.926	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9507084700044957	17	551
0.926	number of replicate = 2	mutscan(edgeR)	1	0.9543781947751377	17	551
0.926	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9516358913734828	17	551
0.926	number of replicate = 3	DiMSum	0.9411764705882352	0.8561020036429873	17	549
0.926	number of replicate = 3	Enrich2	0.9411764705882352	0.9635701275045536	17	549
0.926	number of replicate = 3	Naive	0.8235294117647058	0.9526411657559198	17	549
0.926	number of replicate = 3	Rosace	0.8235294117647058	0.9435336976320584	17	549
0.926	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9471766848816028	17	549
0.926	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9562841530054644	17	549
0.926	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9508196721311476	17	549
0.928	number of replicate = 1	DiMSum	0.9581699346405228	0.905234838035595	17	526
0.928	number of replicate = 1	Enrich2	0.8720588235294118	0.9580221342129369	17	526
0.928	number of replicate = 1	Naive	0.8706699346405228	0.9618365649555567	17	526
0.928	number of replicate = 1	Rosace	0.8732843137254902	0.9554678743311034	17	526
0.928	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9497547401926381	17	526
0.928	number of replicate = 1	mutscan(edgeR)	0.9125	0.9605667190785648	17	526
0.928	number of replicate = 1	mutscan(limma)	0.9137254901960784	0.9618292716243747	17	526
0.928	number of replicate = 2	DiMSum	1	0.8759486504936812	17	551
0.928	number of replicate = 2	Enrich2	0.9705882352941175	0.9735443480577433	17	551
0.928	number of replicate = 2	Naive	0.9705882352941175	0.9553255964967782	17	551
0.928	number of replicate = 2	Rosace	0.9705882352941175	0.9434189713448442	17	551
0.928	number of replicate = 2	Rosace(nopos)	1	0.9507084700044957	17	551
0.928	number of replicate = 2	mutscan(edgeR)	1	0.9552956259677984	17	551
0.928	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9516358913734828	17	551
0.928	number of replicate = 3	DiMSum	0.9411764705882352	0.8670309653916212	17	549
0.928	number of replicate = 3	Enrich2	0.9411764705882352	0.9635701275045536	17	549
0.928	number of replicate = 3	Naive	0.8235294117647058	0.9544626593806922	17	549
0.928	number of replicate = 3	Rosace	0.8235294117647058	0.9453551912568308	17	549
0.928	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9508196721311476	17	549
0.928	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9617486338797814	17	549
0.928	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9526411657559198	17	549
0.93	number of replicate = 1	DiMSum	0.9581699346405228	0.9065095399552036	17	526
0.93	number of replicate = 1	Enrich2	0.8720588235294118	0.9605691192981025	17	526
0.93	number of replicate = 1	Naive	0.8706699346405228	0.9631064108325484	17	526
0.93	number of replicate = 1	Rosace	0.8732843137254902	0.9586558663089209	17	526
0.93	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9516680117163334	17	526
0.93	number of replicate = 1	mutscan(edgeR)	0.9125	0.9612004326400351	17	526
0.93	number of replicate = 1	mutscan(limma)	0.9137254901960784	0.9631064108325484	17	526
0.93	number of replicate = 2	DiMSum	1	0.8832581295059858	17	551
0.93	number of replicate = 2	Enrich2	0.9705882352941175	0.977174112123079	17	551
0.93	number of replicate = 2	Naive	0.9705882352941175	0.9571504687057726	17	551
0.93	number of replicate = 2	Rosace	0.9705882352941175	0.9452338533775121	17	551
0.93	number of replicate = 2	Rosace(nopos)	1	0.9525433323898168	17	551
0.93	number of replicate = 2	mutscan(edgeR)	1	0.9552956259677984	17	551
0.93	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9534607635824772	17	551
0.93	number of replicate = 3	DiMSum	0.9411764705882352	0.8724954462659381	17	549
0.93	number of replicate = 3	Enrich2	0.9411764705882352	0.9635701275045536	17	549
0.93	number of replicate = 3	Naive	0.8823529411764706	0.9544626593806922	17	549
0.93	number of replicate = 3	Rosace	0.8235294117647058	0.9453551912568308	17	549
0.93	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9508196721311476	17	549
0.93	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9617486338797814	17	549
0.93	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9544626593806922	17	549
0.932	number of replicate = 1	DiMSum	0.9581699346405228	0.9096902015328118	17	526
0.932	number of replicate = 1	Enrich2	0.8720588235294118	0.9618413839291456	17	526
0.932	number of replicate = 1	Naive	0.892892156862745	0.9643762567095404	17	526
0.932	number of replicate = 1	Rosace	0.8732843137254902	0.9586558663089209	17	526
0.932	number of replicate = 1	Rosace(nopos)	0.9581699346405228	0.9529427136359419	17	526
0.932	number of replicate = 1	mutscan(edgeR)	0.9125	0.9624702785170268	17	526
0.932	number of replicate = 1	mutscan(limma)	0.9137254901960784	0.9637449804366353	17	526
0.932	number of replicate = 2	DiMSum	1	0.8905676085182903	17	551
0.932	number of replicate = 2	Enrich2	0.9705882352941175	0.9789889941557469	17	551
0.932	number of replicate = 2	Naive	0.9705882352941175	0.9589753409147672	17	551
0.932	number of replicate = 2	Rosace	0.9705882352941175	0.9452338533775121	17	551
0.932	number of replicate = 2	Rosace(nopos)	1	0.9543582144224847	17	551
0.932	number of replicate = 2	mutscan(edgeR)	1	0.9562030669841323	17	551
0.932	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9580279391931268	17	551
0.932	number of replicate = 3	DiMSum	0.9411764705882352	0.8888888888888888	17	549
0.932	number of replicate = 3	Enrich2	0.9411764705882352	0.9690346083788708	17	549
0.932	number of replicate = 3	Naive	0.8823529411764706	0.9562841530054644	17	549
0.932	number of replicate = 3	Rosace	0.8235294117647058	0.9471766848816028	17	549
0.932	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9544626593806922	17	549
0.932	number of replicate = 3	mutscan(edgeR)	0.8823529411764706	0.9617486338797814	17	549
0.932	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9544626593806922	17	549
0.934	number of replicate = 1	DiMSum	0.9581699346405228	0.9134997391637872	17	526
0.934	number of replicate = 1	Enrich2	0.8720588235294118	0.9643810942176432	17	526
0.934	number of replicate = 1	Naive	0.892892156862745	0.9650148263136272	17	526
0.934	number of replicate = 1	Rosace	0.8732843137254902	0.9605642817899995	17	526
0.934	number of replicate = 1	Rosace(nopos)	0.9581699346405228	0.9554848426784909	17	526
0.934	number of replicate = 1	mutscan(edgeR)	0.9125	0.9624702785170268	17	526
0.934	number of replicate = 1	mutscan(limma)	0.9137254901960784	0.965022119644809	17	526
0.934	number of replicate = 2	DiMSum	1	0.8951547644815931	17	551
0.934	number of replicate = 2	Enrich2	0.9705882352941175	0.9789889941557469	17	551
0.934	number of replicate = 2	Naive	0.9705882352941175	0.9617176443164221	17	551
0.934	number of replicate = 2	Rosace	0.9705882352941175	0.9488935879718277	17	551
0.934	number of replicate = 2	Rosace(nopos)	1	0.9552656554388186	17	551
0.934	number of replicate = 2	mutscan(edgeR)	1	0.9580279391931268	17	551
0.934	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9607602524184552	17	551
0.934	number of replicate = 3	DiMSum	0.9411764705882352	0.8925318761384335	17	549
